H,dataset,seq,frame,tracker,label,split,innovation,max_overlap,margin,n_competitor,lost_age
0,MOT17,V001,498,33,1,train,0.018308929799221784,0.0,0.0,0.0,0.0
0,MOT17,V001,508,57,1,train,0.006630493214751717,0.33394910892081564,0.33394910892081564,1.0,0.0
0,MOT17,V001,514,24,1,train,0.037762486999241146,0.0,0.0,0.0,0.0
0,MOT17,V001,514,33,1,train,0.11902202598203354,0.0,0.0,0.0,0.0
0,MOT17,V001,516,35,1,train,0.020866058222319926,0.0,0.0,0.0,0.0
0,MOT17,V001,516,33,1,train,0.0402068829801374,0.0,0.0,0.0,0.0
0,MOT17,V001,523,54,1,train,0.15684422689847344,0.0,0.0,0.0,0.0
0,MOT17,V001,523,46,1,train,0.02589218548598205,0.0,0.0,0.0,0.0
0,MOT17,V001,524,52,1,train,0.03710716628933547,0.0,0.0,0.0,0.0
0,MOT17,V001,530,33,1,train,0.02418648828698075,0.0,0.0,0.0,0.0
0,MOT17,V001,530,54,1,train,0.023509555306611887,0.0,0.0,0.0,0.0
0,MOT17,V001,570,24,1,train,0.04389346718280394,0.0,0.0,0.0,0.0
0,MOT17,V001,596,22,1,train,0.007998074052113236,0.0,0.0,0.0,0.0
0,MOT17,V002,318,98,1,test,0.008315022929727052,0.0,0.0,0.0,0.0
0,MOT17,V002,348,79,1,test,0.022034838344331908,0.0,0.0,0.0,0.0
0,MOT17,V002,353,107,1,test,0.006364080315302473,0.0,0.0,0.0,0.0
0,MOT17,V002,358,87,1,test,0.016130245212818542,0.0,0.0,0.0,0.0
0,MOT17,V002,364,96,1,test,0.03678042708976817,0.0,0.0,0.0,0.0
0,MOT17,V002,366,82,1,test,0.026895338064389936,0.0,0.0,0.0,0.0
0,MOT17,V002,389,95,1,test,0.003114462716800203,0.0,0.0,0.0,0.0
0,MOT17,V002,391,101,1,test,0.016266271075766885,0.0,0.0,0.0,0.0
0,MOT17,V002,395,107,1,test,0.006777879431857606,0.0,0.0,0.0,0.0
0,MOT17,V002,395,97,1,test,0.005535595654192722,0.0,0.0,0.0,0.0
0,MOT17,V002,405,108,1,test,0.004520500812437395,0.0,0.0,0.0,0.0
0,MOT17,V002,405,99,1,test,0.01541848435928545,0.0,0.0,0.0,0.0
0,MOT17,V002,427,82,1,test,0.01114805491861716,0.6976252913752915,0.6976252913752915,1.0,0.0
0,MOT17,V002,442,96,1,test,0.016284861055315833,0.0,0.0,0.0,0.0
0,MOT17,V002,443,88,1,test,0.010122270503001674,0.0,0.0,0.0,0.0
0,MOT17,V002,448,106,1,test,1.0,0.0,0.0,0.0,0.0
0,MOT17,V002,454,106,1,test,0.030783088739184745,0.0,0.0,0.0,0.0
0,MOT17,V002,455,110,1,test,1.0,0.0,0.0,0.0,0.0
0,MOT17,V002,458,105,1,test,1.0,0.0,0.0,0.0,0.0
0,MOT17,V002,461,105,1,test,0.008914030274585446,0.0,0.0,0.0,0.0
0,MOT17,V002,461,85,1,test,0.06875887553423261,0.0,0.0,0.0,0.0
0,MOT17,V002,461,113,1,test,1.0,0.0,0.0,0.0,0.0
0,MOT17,V002,473,95,1,test,0.01689005652279794,0.0,0.0,0.0,0.0
0,MOT17,V002,473,119,1,test,0.0172020975901046,0.0,0.0,0.0,0.0
0,MOT17,V002,475,103,1,test,0.005195389795457588,0.0,0.0,0.0,0.0
0,MOT17,V002,475,110,1,test,0.0014471376584881724,0.0,0.0,0.0,0.0
0,MOT17,V002,479,119,1,test,0.012272575658357507,0.0,0.0,0.0,0.0
0,MOT17,V002,485,125,1,test,0.01071961723341052,0.0,0.0,0.0,0.0
0,MOT17,V002,486,113,1,test,0.006768846656973847,0.0,0.0,0.0,0.0
0,MOT17,V002,488,119,1,test,0.004600713862858037,0.0,0.0,0.0,0.0
0,MOT17,V002,496,116,1,test,0.0016306754032334107,0.0,0.0,0.0,0.0
0,MOT17,V002,498,125,1,test,0.010755844157775845,0.0,0.0,0.0,0.0
0,MOT17,V002,498,106,1,test,0.018308929799221784,0.0,0.0,0.0,0.0
0,MOT17,V002,508,130,1,test,0.006630493214751717,0.33394910892081564,0.33394910892081564,1.0,0.0
0,MOT17,V002,514,97,1,test,0.037762486999241146,0.0,0.0,0.0,0.0
0,MOT17,V002,514,106,1,test,0.11902202598203354,0.0,0.0,0.0,0.0
0,MOT17,V002,516,108,1,test,0.020866058222319926,0.0,0.0,0.0,0.0
0,MOT17,V002,516,106,1,test,0.0402068829801374,0.0,0.0,0.0,0.0
0,MOT17,V002,523,127,1,test,0.15684422689847344,0.0,0.0,0.0,0.0
0,MOT17,V002,523,119,1,test,0.02589218548598205,0.0,0.0,0.0,0.0
0,MOT17,V002,524,125,1,test,0.03710716628933547,0.0,0.0,0.0,0.0
0,MOT17,V002,530,106,1,test,0.02418648828698075,0.0,0.0,0.0,0.0
0,MOT17,V002,530,127,1,test,0.023509555306611887,0.0,0.0,0.0,0.0
0,MOT17,V002,570,97,1,test,0.04389346718280394,0.0,0.0,0.0,0.0
0,MOT17,V002,596,95,1,test,0.007998074052113236,0.0,0.0,0.0,0.0
0,MOT17,V003,318,171,1,train,0.008315022929727052,0.0,0.0,0.0,0.0
0,MOT17,V003,348,152,1,train,0.022034838344331908,0.0,0.0,0.0,0.0
0,MOT17,V003,353,180,1,train,0.006364080315302473,0.0,0.0,0.0,0.0
0,MOT17,V003,358,160,1,train,0.016130245212818542,0.0,0.0,0.0,0.0
0,MOT17,V003,364,169,1,train,0.03678042708976817,0.0,0.0,0.0,0.0
0,MOT17,V003,366,155,1,train,0.026895338064389936,0.0,0.0,0.0,0.0
0,MOT17,V003,389,168,1,train,0.003114462716800203,0.0,0.0,0.0,0.0
0,MOT17,V003,391,174,1,train,0.016266271075766885,0.0,0.0,0.0,0.0
0,MOT17,V003,395,180,1,train,0.006777879431857606,0.0,0.0,0.0,0.0
0,MOT17,V003,395,170,1,train,0.005535595654192722,0.0,0.0,0.0,0.0
0,MOT17,V003,405,181,1,train,0.004520500812437395,0.0,0.0,0.0,0.0
0,MOT17,V003,405,172,1,train,0.01541848435928545,0.0,0.0,0.0,0.0
0,MOT17,V003,427,155,1,train,0.01114805491861716,0.6976252913752915,0.6976252913752915,1.0,0.0
0,MOT17,V003,442,169,1,train,0.016284861055315833,0.0,0.0,0.0,0.0
0,MOT17,V003,443,161,1,train,0.010122270503001674,0.0,0.0,0.0,0.0
0,MOT17,V003,448,179,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V003,454,179,1,train,0.030783088739184745,0.0,0.0,0.0,0.0
0,MOT17,V003,455,183,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V003,458,178,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V003,461,178,1,train,0.008914030274585446,0.0,0.0,0.0,0.0
0,MOT17,V003,461,158,1,train,0.06875887553423261,0.0,0.0,0.0,0.0
0,MOT17,V003,461,186,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V003,473,168,1,train,0.01689005652279794,0.0,0.0,0.0,0.0
0,MOT17,V003,473,192,1,train,0.0172020975901046,0.0,0.0,0.0,0.0
0,MOT17,V003,475,176,1,train,0.005195389795457588,0.0,0.0,0.0,0.0
0,MOT17,V003,475,183,1,train,0.0014471376584881724,0.0,0.0,0.0,0.0
0,MOT17,V003,479,192,1,train,0.012272575658357507,0.0,0.0,0.0,0.0
0,MOT17,V003,485,198,1,train,0.01071961723341052,0.0,0.0,0.0,0.0
0,MOT17,V003,486,186,1,train,0.006768846656973847,0.0,0.0,0.0,0.0
0,MOT17,V003,488,192,1,train,0.004600713862858037,0.0,0.0,0.0,0.0
0,MOT17,V003,496,189,1,train,0.0016306754032334107,0.0,0.0,0.0,0.0
0,MOT17,V003,498,198,1,train,0.010755844157775845,0.0,0.0,0.0,0.0
0,MOT17,V003,498,179,1,train,0.018308929799221784,0.0,0.0,0.0,0.0
0,MOT17,V003,508,203,1,train,0.006630493214751717,0.33394910892081564,0.33394910892081564,1.0,0.0
0,MOT17,V003,514,170,1,train,0.037762486999241146,0.0,0.0,0.0,0.0
0,MOT17,V003,514,179,1,train,0.11902202598203354,0.0,0.0,0.0,0.0
0,MOT17,V003,516,181,1,train,0.020866058222319926,0.0,0.0,0.0,0.0
0,MOT17,V003,516,179,1,train,0.0402068829801374,0.0,0.0,0.0,0.0
0,MOT17,V003,523,200,1,train,0.15684422689847344,0.0,0.0,0.0,0.0
0,MOT17,V003,523,192,1,train,0.02589218548598205,0.0,0.0,0.0,0.0
0,MOT17,V003,524,198,1,train,0.03710716628933547,0.0,0.0,0.0,0.0
0,MOT17,V003,530,179,1,train,0.02418648828698075,0.0,0.0,0.0,0.0
0,MOT17,V003,530,200,1,train,0.023509555306611887,0.0,0.0,0.0,0.0
0,MOT17,V003,570,170,1,train,0.04389346718280394,0.0,0.0,0.0,0.0
0,MOT17,V003,596,168,1,train,0.007998074052113236,0.0,0.0,0.0,0.0
0,MOT17,V004,839,269,1,train,0.0024369855623800323,0.0,0.0,0.0,0.0
0,MOT17,V004,839,233,1,train,0.0015579003681179381,0.0,0.0,0.0,0.0
0,MOT17,V004,915,270,1,train,0.012286187897410442,0.0,0.0,0.0,0.0
0,MOT17,V004,956,276,1,train,0.01079052664216758,0.0,0.0,0.0,0.0
0,MOT17,V005,839,339,1,train,0.0024369855623800323,0.0,0.0,0.0,0.0
0,MOT17,V005,839,303,1,train,0.0015579003681179381,0.0,0.0,0.0,0.0
0,MOT17,V005,915,340,1,train,0.012286187897410442,0.0,0.0,0.0,0.0
0,MOT17,V005,956,346,1,train,0.01079052664216758,0.0,0.0,0.0,0.0
0,MOT17,V006,839,409,1,train,0.0024369855623800323,0.0,0.0,0.0,0.0
0,MOT17,V006,839,373,1,train,0.0015579003681179381,0.0,0.0,0.0,0.0
0,MOT17,V006,915,410,1,train,0.012286187897410442,0.0,0.0,0.0,0.0
0,MOT17,V006,956,416,1,train,0.01079052664216758,0.0,0.0,0.0,0.0
0,MOT17,V007,422,434,1,train,0.008808673724131286,0.0,0.0,0.0,0.0
0,MOT17,V007,445,434,1,train,0.020914669044832798,0.0,0.0,0.0,0.0
0,MOT17,V007,530,437,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V007,558,449,1,train,0.03959189720929498,0.0,0.0,0.0,0.0
0,MOT17,V007,561,440,1,train,0.036105104795318525,0.0,0.0,0.0,0.0
0,MOT17,V007,755,478,1,train,0.0927293934322617,0.0,0.0,0.0,0.0
0,MOT17,V007,762,478,1,train,0.038855278824428394,0.08030666670103877,0.08030666670103877,1.0,0.0
0,MOT17,V007,764,479,1,train,0.07369617724221743,0.5457614942528733,0.5457614942528733,1.0,0.0
0,MOT17,V007,780,480,1,train,0.008613547314473767,0.0,0.0,0.0,0.0
0,MOT17,V007,798,482,1,train,0.009734698653980137,0.0,0.0,0.0,0.0
0,MOT17,V007,805,477,1,train,1.0,0.8391753606549193,0.8391753606549193,1.0,0.0
0,MOT17,V007,807,456,1,train,0.0057237758941483564,0.0,0.0,0.0,0.0
0,MOT17,V007,809,496,1,train,1.0,0.659539975314151,0.659539975314151,1.0,0.0
0,MOT17,V007,810,453,1,train,0.01297665475835688,0.0,0.0,0.0,0.0
0,MOT17,V007,816,479,1,train,0.013565187339039544,0.0,0.0,0.0,0.0
0,MOT17,V008,422,505,1,train,0.008808673724131286,0.0,0.0,0.0,0.0
0,MOT17,V008,445,505,1,train,0.020914669044832798,0.0,0.0,0.0,0.0
0,MOT17,V008,530,508,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V008,558,520,1,train,0.03959189720929498,0.0,0.0,0.0,0.0
0,MOT17,V008,561,511,1,train,0.036105104795318525,0.0,0.0,0.0,0.0
0,MOT17,V008,755,549,1,train,0.0927293934322617,0.0,0.0,0.0,0.0
0,MOT17,V008,762,549,1,train,0.038855278824428394,0.08030666670103877,0.08030666670103877,1.0,0.0
0,MOT17,V008,764,550,1,train,0.07369617724221743,0.5457614942528733,0.5457614942528733,1.0,0.0
0,MOT17,V008,780,551,1,train,0.008613547314473767,0.0,0.0,0.0,0.0
0,MOT17,V008,798,553,1,train,0.009734698653980137,0.0,0.0,0.0,0.0
0,MOT17,V008,805,548,1,train,1.0,0.8391753606549193,0.8391753606549193,1.0,0.0
0,MOT17,V008,807,527,1,train,0.0057237758941483564,0.0,0.0,0.0,0.0
0,MOT17,V008,809,567,1,train,1.0,0.659539975314151,0.659539975314151,1.0,0.0
0,MOT17,V008,810,524,1,train,0.01297665475835688,0.0,0.0,0.0,0.0
0,MOT17,V008,816,550,1,train,0.013565187339039544,0.0,0.0,0.0,0.0
0,MOT17,V009,422,576,1,test,0.008808673724131286,0.0,0.0,0.0,0.0
0,MOT17,V009,445,576,1,test,0.020914669044832798,0.0,0.0,0.0,0.0
0,MOT17,V009,530,579,1,test,1.0,0.0,0.0,0.0,0.0
0,MOT17,V009,558,591,1,test,0.03959189720929498,0.0,0.0,0.0,0.0
0,MOT17,V009,561,582,1,test,0.036105104795318525,0.0,0.0,0.0,0.0
0,MOT17,V009,755,620,1,test,0.0927293934322617,0.0,0.0,0.0,0.0
0,MOT17,V009,762,620,1,test,0.038855278824428394,0.08030666670103877,0.08030666670103877,1.0,0.0
0,MOT17,V009,764,621,1,test,0.07369617724221743,0.5457614942528733,0.5457614942528733,1.0,0.0
0,MOT17,V009,780,622,1,test,0.008613547314473767,0.0,0.0,0.0,0.0
0,MOT17,V009,798,624,1,test,0.009734698653980137,0.0,0.0,0.0,0.0
0,MOT17,V009,805,619,1,test,1.0,0.8391753606549193,0.8391753606549193,1.0,0.0
0,MOT17,V009,807,598,1,test,0.0057237758941483564,0.0,0.0,0.0,0.0
0,MOT17,V009,809,638,1,test,1.0,0.659539975314151,0.659539975314151,1.0,0.0
0,MOT17,V009,810,595,1,test,0.01297665475835688,0.0,0.0,0.0,0.0
0,MOT17,V009,816,621,1,test,0.013565187339039544,0.0,0.0,0.0,0.0
0,MOT17,V010,281,653,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V010,281,651,1,train,0.0357929151425703,0.0,0.0,0.0,0.0
0,MOT17,V010,294,652,1,train,0.008581985530370394,0.0,0.0,0.0,0.0
0,MOT17,V010,296,651,1,train,0.004296821807041575,0.0,0.0,0.0,0.0
0,MOT17,V010,318,653,1,train,0.005471088567171251,0.0,0.0,0.0,0.0
0,MOT17,V010,366,653,1,train,0.0017560724312969279,0.0,0.0,0.0,0.0
0,MOT17,V010,419,651,1,train,0.010828111903584894,0.0,0.0,0.0,0.0
0,MOT17,V010,454,651,1,train,0.006592744723797398,0.24114025929158708,0.24114025929158708,1.0,0.0
0,MOT17,V010,454,650,1,train,0.0473983505378786,0.0,0.0,0.0,0.0
0,MOT17,V010,498,649,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V010,498,662,1,train,0.009283777347323824,0.0,0.0,0.0,0.0
0,MOT17,V010,504,649,1,train,0.002970335349342592,0.0,0.0,0.0,0.0
0,MOT17,V011,281,678,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V011,281,676,1,train,0.0357929151425703,0.0,0.0,0.0,0.0
0,MOT17,V011,294,677,1,train,0.008581985530370394,0.0,0.0,0.0,0.0
0,MOT17,V011,296,676,1,train,0.004296821807041575,0.0,0.0,0.0,0.0
0,MOT17,V011,318,678,1,train,0.005471088567171251,0.0,0.0,0.0,0.0
0,MOT17,V011,366,678,1,train,0.0017560724312969279,0.0,0.0,0.0,0.0
0,MOT17,V011,419,676,1,train,0.010828111903584894,0.0,0.0,0.0,0.0
0,MOT17,V011,454,676,1,train,0.006592744723797398,0.24114025929158708,0.24114025929158708,1.0,0.0
0,MOT17,V011,454,675,1,train,0.0473983505378786,0.0,0.0,0.0,0.0
0,MOT17,V011,498,674,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V011,498,687,1,train,0.009283777347323824,0.0,0.0,0.0,0.0
0,MOT17,V011,504,674,1,train,0.002970335349342592,0.0,0.0,0.0,0.0
0,MOT17,V012,281,703,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V012,281,701,1,train,0.0357929151425703,0.0,0.0,0.0,0.0
0,MOT17,V012,294,702,1,train,0.008581985530370394,0.0,0.0,0.0,0.0
0,MOT17,V012,296,701,1,train,0.004296821807041575,0.0,0.0,0.0,0.0
0,MOT17,V012,318,703,1,train,0.005471088567171251,0.0,0.0,0.0,0.0
0,MOT17,V012,366,703,1,train,0.0017560724312969279,0.0,0.0,0.0,0.0
0,MOT17,V012,419,701,1,train,0.010828111903584894,0.0,0.0,0.0,0.0
0,MOT17,V012,454,701,1,train,0.006592744723797398,0.24114025929158708,0.24114025929158708,1.0,0.0
0,MOT17,V012,454,700,1,train,0.0473983505378786,0.0,0.0,0.0,0.0
0,MOT17,V012,498,699,1,train,1.0,0.0,0.0,0.0,0.0
0,MOT17,V012,498,712,1,train,0.009283777347323824,0.0,0.0,0.0,0.0
0,MOT17,V012,504,699,1,train,0.002970335349342592,0.0,0.0,0.0,0.0
0,MOT17,V013,345,735,1,test,0.024575045785621436,0.0,0.0,0.0,0.0
0,MOT17,V013,355,729,1,test,0.05694028031167639,0.0,0.0,0.0,0.0
0,MOT17,V013,355,737,1,test,0.12408472918435473,0.0,0.0,0.0,0.0
0,MOT17,V013,379,737,1,test,0.02837086655119562,0.0,0.0,0.0,0.0
0,MOT17,V013,390,737,1,test,0.14215402009388156,0.0,0.0,0.0,0.0
0,MOT17,V013,398,729,1,test,0.0502867993943375,0.0,0.0,0.0,0.0
0,MOT17,V013,447,738,1,test,0.026224535101162613,0.0,0.0,0.0,0.0
0,MOT17,V013,458,735,1,test,0.04022648878329428,0.0,0.0,0.0,0.0
0,MOT17,V013,542,751,1,test,0.017883068896659294,0.0,0.0,0.0,0.0
0,MOT17,V013,561,753,1,test,0.02734105796871584,0.0,0.0,0.0,0.0
0,MOT17,V013,563,756,1,test,0.06627937845944264,0.0,0.0,0.0,0.0
0,MOT17,V013,563,754,1,test,0.23974758372088592,0.0,0.0,0.0,0.0
0,MOT17,V013,567,755,1,test,0.03867461215676209,0.18404825057863708,0.18404825057863708,1.0,0.0
0,MOT17,V013,569,754,1,test,0.02086472117018407,0.0,0.0,0.0,0.0
0,MOT17,V013,571,749,1,test,0.02171749922704265,0.0,0.0,0.0,0.0
0,MOT17,V014,345,779,1,test,0.024575045785621436,0.0,0.0,0.0,0.0
0,MOT17,V014,355,773,1,test,0.05694028031167639,0.0,0.0,0.0,0.0
0,MOT17,V014,355,781,1,test,0.12408472918435473,0.0,0.0,0.0,0.0
0,MOT17,V014,379,781,1,test,0.02837086655119562,0.0,0.0,0.0,0.0
0,MOT17,V014,390,781,1,test,0.14215402009388156,0.0,0.0,0.0,0.0
0,MOT17,V014,398,773,1,test,0.0502867993943375,0.0,0.0,0.0,0.0
0,MOT17,V014,447,782,1,test,0.026224535101162613,0.0,0.0,0.0,0.0
0,MOT17,V014,458,779,1,test,0.04022648878329428,0.0,0.0,0.0,0.0
0,MOT17,V014,542,795,1,test,0.017883068896659294,0.0,0.0,0.0,0.0
0,MOT17,V014,561,797,1,test,0.02734105796871584,0.0,0.0,0.0,0.0
0,MOT17,V014,563,800,1,test,0.06627937845944264,0.0,0.0,0.0,0.0
0,MOT17,V014,563,798,1,test,0.23974758372088592,0.0,0.0,0.0,0.0
0,MOT17,V014,567,799,1,test,0.03867461215676209,0.18404825057863708,0.18404825057863708,1.0,0.0
0,MOT17,V014,569,798,1,test,0.02086472117018407,0.0,0.0,0.0,0.0
0,MOT17,V014,571,793,1,test,0.02171749922704265,0.0,0.0,0.0,0.0
0,MOT17,V015,345,823,1,train,0.024575045785621436,0.0,0.0,0.0,0.0
0,MOT17,V015,355,817,1,train,0.05694028031167639,0.0,0.0,0.0,0.0
0,MOT17,V015,355,825,1,train,0.12408472918435473,0.0,0.0,0.0,0.0
0,MOT17,V015,379,825,1,train,0.02837086655119562,0.0,0.0,0.0,0.0
0,MOT17,V015,390,825,1,train,0.14215402009388156,0.0,0.0,0.0,0.0
0,MOT17,V015,398,817,1,train,0.0502867993943375,0.0,0.0,0.0,0.0
0,MOT17,V015,447,826,1,train,0.026224535101162613,0.0,0.0,0.0,0.0
0,MOT17,V015,458,823,1,train,0.04022648878329428,0.0,0.0,0.0,0.0
0,MOT17,V015,542,839,1,train,0.017883068896659294,0.0,0.0,0.0,0.0
0,MOT17,V015,561,841,1,train,0.02734105796871584,0.0,0.0,0.0,0.0
0,MOT17,V015,563,844,1,train,0.06627937845944264,0.0,0.0,0.0,0.0
0,MOT17,V015,563,842,1,train,0.23974758372088592,0.0,0.0,0.0,0.0
0,MOT17,V015,567,843,1,train,0.03867461215676209,0.18404825057863708,0.18404825057863708,1.0,0.0
0,MOT17,V015,569,842,1,train,0.02086472117018407,0.0,0.0,0.0,0.0
0,MOT17,V015,571,837,1,train,0.02171749922704265,0.0,0.0,0.0,0.0
0,MOT17,V016,512,856,1,train,0.02999919616419919,0.0,0.0,0.0,0.0
0,MOT17,V016,564,854,1,train,0.008400880013693844,0.0,0.0,0.0,0.0
0,MOT17,V016,564,861,1,train,0.006757347428852494,0.0,0.0,0.0,0.0
0,MOT17,V016,726,869,1,train,0.01719079203809462,0.0,0.0,0.0,0.0
0,MOT17,V016,730,867,1,train,0.025021846303317486,0.0,0.0,0.0,0.0
0,MOT17,V016,731,867,1,train,0.056967506862386476,0.737149651759573,0.737149651759573,1.0,0.0
0,MOT17,V016,734,867,1,train,0.032390713578094005,0.0,0.0,0.0,0.0
0,MOT17,V016,774,869,1,train,0.002564444411452241,0.0,0.0,0.0,0.0
0,MOT17,V016,844,880,1,train,0.02525503370631268,0.0,0.0,0.0,0.0
0,MOT17,V016,878,884,1,train,0.033139485837122416,0.0,0.0,0.0,0.0
0,MOT17,V016,892,883,1,train,0.12467247005992063,0.0,0.0,0.0,0.0
0,MOT17,V017,512,902,1,train,0.02999919616419919,0.0,0.0,0.0,0.0
0,MOT17,V017,564,900,1,train,0.008400880013693844,0.0,0.0,0.0,0.0
0,MOT17,V017,564,907,1,train,0.006757347428852494,0.0,0.0,0.0,0.0
0,MOT17,V017,726,915,1,train,0.01719079203809462,0.0,0.0,0.0,0.0
0,MOT17,V017,730,913,1,train,0.025021846303317486,0.0,0.0,0.0,0.0
0,MOT17,V017,731,913,1,train,0.056967506862386476,0.737149651759573,0.737149651759573,1.0,0.0
0,MOT17,V017,734,913,1,train,0.032390713578094005,0.0,0.0,0.0,0.0
0,MOT17,V017,774,915,1,train,0.002564444411452241,0.0,0.0,0.0,0.0
0,MOT17,V017,844,926,1,train,0.02525503370631268,0.0,0.0,0.0,0.0
0,MOT17,V017,878,930,1,train,0.033139485837122416,0.0,0.0,0.0,0.0
0,MOT17,V017,892,929,1,train,0.12467247005992063,0.0,0.0,0.0,0.0
0,MOT17,V018,512,948,1,train,0.02999919616419919,0.0,0.0,0.0,0.0
0,MOT17,V018,564,946,1,train,0.008400880013693844,0.0,0.0,0.0,0.0
0,MOT17,V018,564,953,1,train,0.006757347428852494,0.0,0.0,0.0,0.0
0,MOT17,V018,726,961,1,train,0.01719079203809462,0.0,0.0,0.0,0.0
0,MOT17,V018,730,959,1,train,0.025021846303317486,0.0,0.0,0.0,0.0
0,MOT17,V018,731,959,1,train,0.056967506862386476,0.737149651759573,0.737149651759573,1.0,0.0
0,MOT17,V018,734,959,1,train,0.032390713578094005,0.0,0.0,0.0,0.0
0,MOT17,V018,774,961,1,train,0.002564444411452241,0.0,0.0,0.0,0.0
0,MOT17,V018,844,972,1,train,0.02525503370631268,0.0,0.0,0.0,0.0
0,MOT17,V018,878,976,1,train,0.033139485837122416,0.0,0.0,0.0,0.0
0,MOT17,V018,892,975,1,train,0.12467247005992063,0.0,0.0,0.0,0.0
0,MOT17,V019,416,992,1,train,0.00721413534499207,0.0,0.0,0.0,0.0
0,MOT17,V019,416,1007,1,train,0.011678094585596589,0.0,0.0,0.0,0.0
0,MOT17,V019,434,997,1,train,0.02589614108609047,0.0,0.0,0.0,0.0
0,MOT17,V020,416,1134,1,train,0.00721413534499207,0.0,0.0,0.0,0.0
0,MOT17,V020,416,1149,1,train,0.011678094585596589,0.0,0.0,0.0,0.0
0,MOT17,V020,434,1139,1,train,0.02589614108609047,0.0,0.0,0.0,0.0
0,MOT17,V021,416,1276,1,train,0.00721413534499207,0.0,0.0,0.0,0.0
0,MOT17,V021,416,1291,1,train,0.011678094585596589,0.0,0.0,0.0,0.0
0,MOT17,V021,434,1281,1,train,0.02589614108609047,0.0,0.0,0.0,0.0
0,MOT20,V001,128,20,1,train,0.006071797744613409,0.0,0.0,0.0,0.0
0,MOT20,V001,140,12,1,train,0.006218291376524215,0.0,0.0,0.0,0.0
0,MOT20,V001,151,17,1,train,0.01339224408120599,0.0,0.0,0.0,0.0
0,MOT20,V001,169,13,1,train,0.024026111674661406,0.0,0.0,0.0,0.0
0,MOT20,V001,185,24,1,train,0.10007988492572426,0.0,0.0,0.0,0.0
