seq,frame,type,gt_id_old,gt_id_new,track_id,note
V001,408,switch,41,41,22,tracker 17 -> 22 on gt 41
V001,409,reuse,18,41,22,tracker 22 matched gt 18 (last frame 373) now gt 41
V001,418,reuse,61,57,12,tracker 12 matched gt 61 (last frame 417) now gt 57
V001,423,switch,61,61,15,tracker 12 -> 15 on gt 61
V001,424,reuse,60,61,15,tracker 15 matched gt 60 (last frame 422) now gt 61
V001,425,reuse,61,60,15,tracker 15 matched gt 61 (last frame 424) now gt 60
V001,426,reuse,60,61,15,tracker 15 matched gt 60 (last frame 425) now gt 61
V001,427,switch,31,31,23,tracker 9 -> 23 on gt 31
V001,427,reuse,61,60,15,tracker 15 matched gt 61 (last frame 426) now gt 60
V001,428,reuse,28,31,23,tracker 23 matched gt 28 (last frame 425) now gt 31
V001,429,switch,9,9,33,tracker 35 -> 33 on gt 9
V001,430,reuse,17,9,33,tracker 33 matched gt 17 (last frame 427) now gt 9
V001,432,reuse,60,61,15,tracker 15 matched gt 60 (last frame 431) now gt 61
V001,435,reuse,31,28,23,tracker 23 matched gt 31 (last frame 428) now gt 28
V001,442,switch,31,31,43,tracker 23 -> 43 on gt 31
V001,443,switch,60,60,50,tracker 15 -> 50 on gt 60
V001,443,reuse,29,31,43,tracker 43 matched gt 29 (last frame 441) now gt 31
V001,448,switch,17,17,52,tracker 33 -> 52 on gt 17
V001,448,switch,76,76,33,tracker 32 -> 33 on gt 76
V001,449,reuse,9,76,33,tracker 33 matched gt 9 (last frame 440) now gt 76
V001,451,switch,48,48,12,tracker 40 -> 12 on gt 48
V001,452,switch,10,10,54,tracker 25 -> 54 on gt 10
V001,452,switch,33,33,30,tracker 37 -> 30 on gt 33
V001,452,reuse,57,48,12,tracker 12 matched gt 57 (last frame 418) now gt 48
V001,453,reuse,31,29,43,tracker 43 matched gt 31 (last frame 452) now gt 29
V001,454,switch,9,9,32,tracker 33 -> 32 on gt 9
V001,454,reuse,29,31,43,tracker 43 matched gt 29 (last frame 453) now gt 31
V001,455,switch,33,33,37,tracker 37 -> 37 on gt 33
V001,455,reuse,76,9,32,tracker 32 matched gt 76 (last frame 444) now gt 9
V001,457,switch,9,9,54,tracker 32 -> 54 on gt 9
V001,457,switch,40,40,55,tracker 11 -> 55 on gt 40
V001,458,switch,9,9,32,tracker 32 -> 32 on gt 9
V001,458,switch,41,41,46,tracker 22 -> 46 on gt 41
V001,459,reuse,67,41,46,tracker 46 matched gt 67 (last frame 457) now gt 41
V001,460,reuse,31,29,43,tracker 43 matched gt 31 (last frame 459) now gt 29
V001,461,switch,9,9,35,tracker 32 -> 35 on gt 9
V001,461,switch,48,48,40,tracker 12 -> 40 on gt 48
V001,461,switch,56,56,34,tracker 40 -> 34 on gt 56
V001,462,switch,42,42,22,tracker 26 -> 22 on gt 42
V001,462,switch,49,49,10,tracker 34 -> 10 on gt 49
V001,463,reuse,41,42,22,tracker 22 matched gt 41 (last frame 442) now gt 42
V001,463,reuse,62,49,10,tracker 10 matched gt 62 (last frame 403) now gt 49
V001,464,reuse,29,31,43,tracker 43 matched gt 29 (last frame 463) now gt 31
V001,466,reuse,31,29,43,tracker 43 matched gt 31 (last frame 464) now gt 29
V001,471,reuse,76,77,33,tracker 33 matched gt 76 (last frame 465) now gt 77
V001,473,switch,42,42,46,tracker 22 -> 46 on gt 42
V001,473,switch,67,67,22,tracker 46 -> 22 on gt 67
V001,474,reuse,41,42,46,tracker 46 matched gt 41 (last frame 469) now gt 42
V001,474,reuse,42,67,22,tracker 22 matched gt 42 (last frame 472) now gt 67
V001,475,switch,32,32,37,tracker 30 -> 37 on gt 32
V001,475,switch,33,33,30,tracker 37 -> 30 on gt 33
V001,476,reuse,33,32,37,tracker 37 matched gt 33 (last frame 474) now gt 32
V001,476,reuse,32,33,30,tracker 30 matched gt 32 (last frame 473) now gt 33
V001,479,switch,41,41,52,tracker 46 -> 52 on gt 41
V001,480,reuse,17,41,52,tracker 52 matched gt 17 (last frame 478) now gt 41
V001,485,switch,17,17,46,tracker 52 -> 46 on gt 17
V001,486,switch,56,56,12,tracker 40 -> 12 on gt 56
V001,486,reuse,42,17,46,tracker 46 matched gt 42 (last frame 484) now gt 17
V001,487,reuse,48,56,12,tracker 12 matched gt 48 (last frame 455) now gt 56
V001,488,switch,42,42,57,tracker 46 -> 57 on gt 42
V001,490,reuse,49,64,34,tracker 34 matched gt 49 (last frame 460) now gt 64
V001,491,reuse,77,78,33,tracker 33 matched gt 77 (last frame 482) now gt 78
V001,496,switch,31,31,58,tracker 43 -> 58 on gt 31
V001,498,switch,41,41,33,tracker 52 -> 33 on gt 41
V001,498,switch,78,78,52,tracker 33 -> 52 on gt 78
V001,499,reuse,78,41,33,tracker 33 matched gt 78 (last frame 497) now gt 41
V001,499,reuse,41,78,52,tracker 52 matched gt 41 (last frame 497) now gt 78
V001,508,switch,42,42,33,tracker 57 -> 33 on gt 42
V001,508,switch,78,78,57,tracker 52 -> 57 on gt 78
V001,509,reuse,41,42,33,tracker 33 matched gt 41 (last frame 503) now gt 42
V001,509,reuse,42,78,57,tracker 57 matched gt 42 (last frame 507) now gt 78
V001,514,switch,18,18,47,tracker 24 -> 47 on gt 18
V001,514,switch,42,42,52,tracker 33 -> 52 on gt 42
V001,514,reuse,42,41,33,tracker 33 matched gt 42 (last frame 512) now gt 41
V001,515,reuse,15,18,47,tracker 47 matched gt 15 (last frame 509) now gt 18
V001,515,reuse,78,42,52,tracker 52 matched gt 78 (last frame 502) now gt 42
V001,516,switch,9,9,33,tracker 35 -> 33 on gt 9
V001,516,switch,41,41,35,tracker 33 -> 35 on gt 41
V001,517,reuse,41,9,33,tracker 33 matched gt 41 (last frame 515) now gt 9
V001,517,reuse,9,41,35,tracker 35 matched gt 9 (last frame 513) now gt 41
V001,519,switch,18,18,24,tracker 47 -> 24 on gt 18
V001,523,switch,10,10,52,tracker 54 -> 52 on gt 10
V001,523,switch,17,17,22,tracker 46 -> 22 on gt 17
V001,524,switch,42,42,54,tracker 52 -> 54 on gt 42
V001,524,reuse,42,10,52,tracker 52 matched gt 42 (last frame 521) now gt 10
V001,524,reuse,67,17,22,tracker 22 matched gt 67 (last frame 494) now gt 17
V001,525,reuse,10,42,54,tracker 54 matched gt 10 (last frame 522) now gt 42
V001,530,switch,9,9,54,tracker 33 -> 54 on gt 9
V001,530,switch,42,42,33,tracker 54 -> 33 on gt 42
V001,530,reuse,78,79,57,tracker 57 matched gt 78 (last frame 513) now gt 79
V001,531,reuse,42,9,54,tracker 54 matched gt 42 (last frame 529) now gt 9
V001,531,reuse,9,42,33,tracker 33 matched gt 9 (last frame 526) now gt 42
V001,554,switch,15,15,22,tracker 47 -> 22 on gt 15
V001,555,reuse,17,15,22,tracker 22 matched gt 17 (last frame 550) now gt 15
V001,559,reuse,15,17,22,tracker 22 matched gt 15 (last frame 557) now gt 17
V001,570,switch,18,18,67,tracker 24 -> 67 on gt 18
V001,580,switch,31,31,21,tracker 58 -> 21 on gt 31
V001,581,reuse,54,31,21,tracker 21 matched gt 54 (last frame 579) now gt 31
V001,582,reuse,17,15,22,tracker 22 matched gt 17 (last frame 581) now gt 15
V001,589,reuse,15,17,22,tracker 22 matched gt 15 (last frame 588) now gt 17
V001,596,switch,15,15,57,tracker 22 -> 57 on gt 15
V001,597,reuse,79,15,57,tracker 57 matched gt 79 (last frame 581) now gt 15
V002,313,reuse,14,76,98,tracker 98 matched gt 14 (last frame 306) now gt 76
V002,317,switch,17,17,98,tracker 100 -> 98 on gt 17
V002,318,switch,76,76,105,tracker 98 -> 105 on gt 76
V002,318,reuse,76,17,98,tracker 98 matched gt 76 (last frame 316) now gt 17
V002,348,switch,38,38,111,tracker 79 -> 111 on gt 38
V002,350,reuse,56,48,107,tracker 107 matched gt 56 (last frame 346) now gt 48
V002,353,switch,56,56,113,tracker 107 -> 113 on gt 56
V002,358,switch,28,28,96,tracker 87 -> 96 on gt 28
V002,359,reuse,31,28,96,tracker 96 matched gt 31 (last frame 356) now gt 28
V002,364,switch,31,31,82,tracker 96 -> 82 on gt 31
V002,365,reuse,29,31,82,tracker 82 matched gt 29 (last frame 363) now gt 31
V002,366,switch,29,29,116,tracker 82 -> 116 on gt 29
V002,374,reuse,59,58,91,tracker 91 matched gt 59 (last frame 373) now gt 58
V002,383,reuse,48,49,107,tracker 107 matched gt 48 (last frame 373) now gt 49
V002,389,switch,18,18,97,tracker 95 -> 97 on gt 18
V002,390,reuse,67,18,97,tracker 97 matched gt 67 (last frame 386) now gt 18
V002,391,switch,42,42,99,tracker 101 -> 99 on gt 42
V002,392,reuse,15,42,99,tracker 99 matched gt 15 (last frame 390) now gt 42
V002,394,switch,9,9,108,tracker 106 -> 108 on gt 9
V002,395,switch,48,48,113,tracker 107 -> 113 on gt 48
V002,395,switch,67,67,119,tracker 97 -> 119 on gt 67
V002,395,reuse,10,9,108,tracker 108 matched gt 10 (last frame 393) now gt 9
V002,395,reuse,42,15,99,tracker 99 matched gt 42 (last frame 394) now gt 15
V002,396,reuse,56,48,113,tracker 113 matched gt 56 (last frame 394) now gt 48
V002,400,switch,17,17,106,tracker 98 -> 106 on gt 17
V002,401,reuse,9,17,106,tracker 106 matched gt 9 (last frame 376) now gt 17
V002,404,switch,26,26,82,tracker 76 -> 82 on gt 26
V002,405,switch,10,10,98,tracker 108 -> 98 on gt 10
V002,405,switch,15,15,120,tracker 99 -> 120 on gt 15
V002,405,reuse,31,26,82,tracker 82 matched gt 31 (last frame 391) now gt 26
V002,405,reuse,15,42,99,tracker 99 matched gt 15 (last frame 404) now gt 42
V002,407,reuse,17,10,98,tracker 98 matched gt 17 (last frame 387) now gt 10
V002,408,switch,41,41,95,tracker 90 -> 95 on gt 41
V002,409,reuse,18,41,95,tracker 95 matched gt 18 (last frame 373) now gt 41
V002,418,reuse,61,57,85,tracker 85 matched gt 61 (last frame 417) now gt 57
V002,423,switch,61,61,88,tracker 85 -> 88 on gt 61
V002,424,reuse,60,61,88,tracker 88 matched gt 60 (last frame 422) now gt 61
V002,425,reuse,61,60,88,tracker 88 matched gt 61 (last frame 424) now gt 60
V002,426,reuse,60,61,88,tracker 88 matched gt 60 (last frame 425) now gt 61
V002,427,switch,31,31,96,tracker 82 -> 96 on gt 31
V002,427,reuse,61,60,88,tracker 88 matched gt 61 (last frame 426) now gt 60
V002,428,reuse,28,31,96,tracker 96 matched gt 28 (last frame 425) now gt 31
V002,429,switch,9,9,106,tracker 108 -> 106 on gt 9
V002,430,reuse,17,9,106,tracker 106 matched gt 17 (last frame 427) now gt 9
V002,432,reuse,60,61,88,tracker 88 matched gt 60 (last frame 431) now gt 61
V002,435,reuse,31,28,96,tracker 96 matched gt 31 (last frame 428) now gt 28
V002,442,switch,31,31,116,tracker 96 -> 116 on gt 31
V002,443,switch,60,60,123,tracker 88 -> 123 on gt 60
V002,443,reuse,29,31,116,tracker 116 matched gt 29 (last frame 441) now gt 31
V002,448,switch,17,17,125,tracker 106 -> 125 on gt 17
V002,448,switch,76,76,106,tracker 105 -> 106 on gt 76
V002,449,reuse,9,76,106,tracker 106 matched gt 9 (last frame 440) now gt 76
V002,451,switch,48,48,85,tracker 113 -> 85 on gt 48
V002,452,switch,10,10,127,tracker 98 -> 127 on gt 10
V002,452,switch,33,33,103,tracker 110 -> 103 on gt 33
V002,452,reuse,57,48,85,tracker 85 matched gt 57 (last frame 418) now gt 48
V002,453,reuse,31,29,116,tracker 116 matched gt 31 (last frame 452) now gt 29
V002,454,switch,9,9,105,tracker 106 -> 105 on gt 9
V002,454,reuse,29,31,116,tracker 116 matched gt 29 (last frame 453) now gt 31
V002,455,switch,33,33,110,tracker 110 -> 110 on gt 33
V002,455,reuse,76,9,105,tracker 105 matched gt 76 (last frame 444) now gt 9
V002,457,switch,9,9,127,tracker 105 -> 127 on gt 9
V002,457,switch,40,40,128,tracker 84 -> 128 on gt 40
V002,458,switch,9,9,105,tracker 105 -> 105 on gt 9
V002,458,switch,41,41,119,tracker 95 -> 119 on gt 41
V002,459,reuse,67,41,119,tracker 119 matched gt 67 (last frame 457) now gt 41
V002,460,reuse,31,29,116,tracker 116 matched gt 31 (last frame 459) now gt 29
V002,461,switch,9,9,108,tracker 105 -> 108 on gt 9
V002,461,switch,48,48,113,tracker 85 -> 113 on gt 48
V002,461,switch,56,56,107,tracker 113 -> 107 on gt 56
V002,462,switch,42,42,95,tracker 99 -> 95 on gt 42
V002,462,switch,49,49,83,tracker 107 -> 83 on gt 49
V002,463,reuse,41,42,95,tracker 95 matched gt 41 (last frame 442) now gt 42
V002,463,reuse,62,49,83,tracker 83 matched gt 62 (last frame 403) now gt 49
V002,464,reuse,29,31,116,tracker 116 matched gt 29 (last frame 463) now gt 31
V002,466,reuse,31,29,116,tracker 116 matched gt 31 (last frame 464) now gt 29
V002,471,reuse,76,77,106,tracker 106 matched gt 76 (last frame 465) now gt 77
V002,473,switch,42,42,119,tracker 95 -> 119 on gt 42
V002,473,switch,67,67,95,tracker 119 -> 95 on gt 67
V002,474,reuse,41,42,119,tracker 119 matched gt 41 (last frame 469) now gt 42
V002,474,reuse,42,67,95,tracker 95 matched gt 42 (last frame 472) now gt 67
V002,475,switch,32,32,110,tracker 103 -> 110 on gt 32
V002,475,switch,33,33,103,tracker 110 -> 103 on gt 33
V002,476,reuse,33,32,110,tracker 110 matched gt 33 (last frame 474) now gt 32
V002,476,reuse,32,33,103,tracker 103 matched gt 32 (last frame 473) now gt 33
V002,479,switch,41,41,125,tracker 119 -> 125 on gt 41
V002,480,reuse,17,41,125,tracker 125 matched gt 17 (last frame 478) now gt 41
V002,485,switch,17,17,119,tracker 125 -> 119 on gt 17
V002,486,switch,56,56,85,tracker 113 -> 85 on gt 56
V002,486,reuse,42,17,119,tracker 119 matched gt 42 (last frame 484) now gt 17
V002,487,reuse,48,56,85,tracker 85 matched gt 48 (last frame 455) now gt 56
V002,488,switch,42,42,130,tracker 119 -> 130 on gt 42
V002,490,reuse,49,64,107,tracker 107 matched gt 49 (last frame 460) now gt 64
V002,491,reuse,77,78,106,tracker 106 matched gt 77 (last frame 482) now gt 78
V002,496,switch,31,31,131,tracker 116 -> 131 on gt 31
V002,498,switch,41,41,106,tracker 125 -> 106 on gt 41
V002,498,switch,78,78,125,tracker 106 -> 125 on gt 78
V002,499,reuse,78,41,106,tracker 106 matched gt 78 (last frame 497) now gt 41
V002,499,reuse,41,78,125,tracker 125 matched gt 41 (last frame 497) now gt 78
V002,508,switch,42,42,106,tracker 130 -> 106 on gt 42
V002,508,switch,78,78,130,tracker 125 -> 130 on gt 78
V002,509,reuse,41,42,106,tracker 106 matched gt 41 (last frame 503) now gt 42
V002,509,reuse,42,78,130,tracker 130 matched gt 42 (last frame 507) now gt 78
V002,514,switch,18,18,120,tracker 97 -> 120 on gt 18
V002,514,switch,42,42,125,tracker 106 -> 125 on gt 42
V002,514,reuse,42,41,106,tracker 106 matched gt 42 (last frame 512) now gt 41
V002,515,reuse,15,18,120,tracker 120 matched gt 15 (last frame 509) now gt 18
V002,515,reuse,78,42,125,tracker 125 matched gt 78 (last frame 502) now gt 42
V002,516,switch,9,9,106,tracker 108 -> 106 on gt 9
V002,516,switch,41,41,108,tracker 106 -> 108 on gt 41
V002,517,reuse,41,9,106,tracker 106 matched gt 41 (last frame 515) now gt 9
V002,517,reuse,9,41,108,tracker 108 matched gt 9 (last frame 513) now gt 41
V002,519,switch,18,18,97,tracker 120 -> 97 on gt 18
V002,523,switch,10,10,125,tracker 127 -> 125 on gt 10
V002,523,switch,17,17,95,tracker 119 -> 95 on gt 17
V002,524,switch,42,42,127,tracker 125 -> 127 on gt 42
V002,524,reuse,42,10,125,tracker 125 matched gt 42 (last frame 521) now gt 10
V002,524,reuse,67,17,95,tracker 95 matched gt 67 (last frame 494) now gt 17
V002,525,reuse,10,42,127,tracker 127 matched gt 10 (last frame 522) now gt 42
V002,530,switch,9,9,127,tracker 106 -> 127 on gt 9
V002,530,switch,42,42,106,tracker 127 -> 106 on gt 42
V002,530,reuse,78,79,130,tracker 130 matched gt 78 (last frame 513) now gt 79
V002,531,reuse,42,9,127,tracker 127 matched gt 42 (last frame 529) now gt 9
V002,531,reuse,9,42,106,tracker 106 matched gt 9 (last frame 526) now gt 42
V002,554,switch,15,15,95,tracker 120 -> 95 on gt 15
V002,555,reuse,17,15,95,tracker 95 matched gt 17 (last frame 550) now gt 15
V002,559,reuse,15,17,95,tracker 95 matched gt 15 (last frame 557) now gt 17
V002,570,switch,18,18,140,tracker 97 -> 140 on gt 18
V002,580,switch,31,31,94,tracker 131 -> 94 on gt 31
V002,581,reuse,54,31,94,tracker 94 matched gt 54 (last frame 579) now gt 31
V002,582,reuse,17,15,95,tracker 95 matched gt 17 (last frame 581) now gt 15
V002,589,reuse,15,17,95,tracker 95 matched gt 15 (last frame 588) now gt 17
V002,596,switch,15,15,130,tracker 95 -> 130 on gt 15
V002,597,reuse,79,15,130,tracker 130 matched gt 79 (last frame 581) now gt 15
V003,313,reuse,14,76,171,tracker 171 matched gt 14 (last frame 306) now gt 76
V003,317,switch,17,17,171,tracker 173 -> 171 on gt 17
V003,318,switch,76,76,178,tracker 171 -> 178 on gt 76
V003,318,reuse,76,17,171,tracker 171 matched gt 76 (last frame 316) now gt 17
V003,348,switch,38,38,184,tracker 152 -> 184 on gt 38
V003,350,reuse,56,48,180,tracker 180 matched gt 56 (last frame 346) now gt 48
V003,353,switch,56,56,186,tracker 180 -> 186 on gt 56
V003,358,switch,28,28,169,tracker 160 -> 169 on gt 28
V003,359,reuse,31,28,169,tracker 169 matched gt 31 (last frame 356) now gt 28
V003,364,switch,31,31,155,tracker 169 -> 155 on gt 31
V003,365,reuse,29,31,155,tracker 155 matched gt 29 (last frame 363) now gt 31
V003,366,switch,29,29,189,tracker 155 -> 189 on gt 29
V003,374,reuse,59,58,164,tracker 164 matched gt 59 (last frame 373) now gt 58
V003,383,reuse,48,49,180,tracker 180 matched gt 48 (last frame 373) now gt 49
V003,389,switch,18,18,170,tracker 168 -> 170 on gt 18
V003,390,reuse,67,18,170,tracker 170 matched gt 67 (last frame 386) now gt 18
V003,391,switch,42,42,172,tracker 174 -> 172 on gt 42
V003,392,reuse,15,42,172,tracker 172 matched gt 15 (last frame 390) now gt 42
V003,394,switch,9,9,181,tracker 179 -> 181 on gt 9
V003,395,switch,48,48,186,tracker 180 -> 186 on gt 48
V003,395,switch,67,67,192,tracker 170 -> 192 on gt 67
V003,395,reuse,10,9,181,tracker 181 matched gt 10 (last frame 393) now gt 9
V003,395,reuse,42,15,172,tracker 172 matched gt 42 (last frame 394) now gt 15
V003,396,reuse,56,48,186,tracker 186 matched gt 56 (last frame 394) now gt 48
V003,400,switch,17,17,179,tracker 171 -> 179 on gt 17
V003,401,reuse,9,17,179,tracker 179 matched gt 9 (last frame 376) now gt 17
V003,404,switch,26,26,155,tracker 149 -> 155 on gt 26
V003,405,switch,10,10,171,tracker 181 -> 171 on gt 10
V003,405,switch,15,15,193,tracker 172 -> 193 on gt 15
V003,405,reuse,31,26,155,tracker 155 matched gt 31 (last frame 391) now gt 26
V003,405,reuse,15,42,172,tracker 172 matched gt 15 (last frame 404) now gt 42
V003,407,reuse,17,10,171,tracker 171 matched gt 17 (last frame 387) now gt 10
V003,408,switch,41,41,168,tracker 163 -> 168 on gt 41
V003,409,reuse,18,41,168,tracker 168 matched gt 18 (last frame 373) now gt 41
V003,418,reuse,61,57,158,tracker 158 matched gt 61 (last frame 417) now gt 57
V003,423,switch,61,61,161,tracker 158 -> 161 on gt 61
V003,424,reuse,60,61,161,tracker 161 matched gt 60 (last frame 422) now gt 61
V003,425,reuse,61,60,161,tracker 161 matched gt 61 (last frame 424) now gt 60
V003,426,reuse,60,61,161,tracker 161 matched gt 60 (last frame 425) now gt 61
V003,427,switch,31,31,169,tracker 155 -> 169 on gt 31
V003,427,reuse,61,60,161,tracker 161 matched gt 61 (last frame 426) now gt 60
V003,428,reuse,28,31,169,tracker 169 matched gt 28 (last frame 425) now gt 31
V003,429,switch,9,9,179,tracker 181 -> 179 on gt 9
V003,430,reuse,17,9,179,tracker 179 matched gt 17 (last frame 427) now gt 9
V003,432,reuse,60,61,161,tracker 161 matched gt 60 (last frame 431) now gt 61
V003,435,reuse,31,28,169,tracker 169 matched gt 31 (last frame 428) now gt 28
V003,442,switch,31,31,189,tracker 169 -> 189 on gt 31
V003,443,switch,60,60,196,tracker 161 -> 196 on gt 60
V003,443,reuse,29,31,189,tracker 189 matched gt 29 (last frame 441) now gt 31
V003,448,switch,17,17,198,tracker 179 -> 198 on gt 17
V003,448,switch,76,76,179,tracker 178 -> 179 on gt 76
V003,449,reuse,9,76,179,tracker 179 matched gt 9 (last frame 440) now gt 76
V003,451,switch,48,48,158,tracker 186 -> 158 on gt 48
V003,452,switch,10,10,200,tracker 171 -> 200 on gt 10
V003,452,switch,33,33,176,tracker 183 -> 176 on gt 33
V003,452,reuse,57,48,158,tracker 158 matched gt 57 (last frame 418) now gt 48
V003,453,reuse,31,29,189,tracker 189 matched gt 31 (last frame 452) now gt 29
V003,454,switch,9,9,178,tracker 179 -> 178 on gt 9
V003,454,reuse,29,31,189,tracker 189 matched gt 29 (last frame 453) now gt 31
V003,455,switch,33,33,183,tracker 183 -> 183 on gt 33
V003,455,reuse,76,9,178,tracker 178 matched gt 76 (last frame 444) now gt 9
V003,457,switch,9,9,200,tracker 178 -> 200 on gt 9
V003,457,switch,40,40,201,tracker 157 -> 201 on gt 40
V003,458,switch,9,9,178,tracker 178 -> 178 on gt 9
V003,458,switch,41,41,192,tracker 168 -> 192 on gt 41
V003,459,reuse,67,41,192,tracker 192 matched gt 67 (last frame 457) now gt 41
V003,460,reuse,31,29,189,tracker 189 matched gt 31 (last frame 459) now gt 29
V003,461,switch,9,9,181,tracker 178 -> 181 on gt 9
V003,461,switch,48,48,186,tracker 158 -> 186 on gt 48
V003,461,switch,56,56,180,tracker 186 -> 180 on gt 56
V003,462,switch,42,42,168,tracker 172 -> 168 on gt 42
V003,462,switch,49,49,156,tracker 180 -> 156 on gt 49
V003,463,reuse,41,42,168,tracker 168 matched gt 41 (last frame 442) now gt 42
V003,463,reuse,62,49,156,tracker 156 matched gt 62 (last frame 403) now gt 49
V003,464,reuse,29,31,189,tracker 189 matched gt 29 (last frame 463) now gt 31
V003,466,reuse,31,29,189,tracker 189 matched gt 31 (last frame 464) now gt 29
V003,471,reuse,76,77,179,tracker 179 matched gt 76 (last frame 465) now gt 77
V003,473,switch,42,42,192,tracker 168 -> 192 on gt 42
V003,473,switch,67,67,168,tracker 192 -> 168 on gt 67
V003,474,reuse,41,42,192,tracker 192 matched gt 41 (last frame 469) now gt 42
V003,474,reuse,42,67,168,tracker 168 matched gt 42 (last frame 472) now gt 67
V003,475,switch,32,32,183,tracker 176 -> 183 on gt 32
V003,475,switch,33,33,176,tracker 183 -> 176 on gt 33
V003,476,reuse,33,32,183,tracker 183 matched gt 33 (last frame 474) now gt 32
V003,476,reuse,32,33,176,tracker 176 matched gt 32 (last frame 473) now gt 33
V003,479,switch,41,41,198,tracker 192 -> 198 on gt 41
V003,480,reuse,17,41,198,tracker 198 matched gt 17 (last frame 478) now gt 41
V003,485,switch,17,17,192,tracker 198 -> 192 on gt 17
V003,486,switch,56,56,158,tracker 186 -> 158 on gt 56
V003,486,reuse,42,17,192,tracker 192 matched gt 42 (last frame 484) now gt 17
V003,487,reuse,48,56,158,tracker 158 matched gt 48 (last frame 455) now gt 56
V003,488,switch,42,42,203,tracker 192 -> 203 on gt 42
V003,490,reuse,49,64,180,tracker 180 matched gt 49 (last frame 460) now gt 64
V003,491,reuse,77,78,179,tracker 179 matched gt 77 (last frame 482) now gt 78
V003,496,switch,31,31,204,tracker 189 -> 204 on gt 31
V003,498,switch,41,41,179,tracker 198 -> 179 on gt 41
V003,498,switch,78,78,198,tracker 179 -> 198 on gt 78
V003,499,reuse,78,41,179,tracker 179 matched gt 78 (last frame 497) now gt 41
V003,499,reuse,41,78,198,tracker 198 matched gt 41 (last frame 497) now gt 78
V003,508,switch,42,42,179,tracker 203 -> 179 on gt 42
V003,508,switch,78,78,203,tracker 198 -> 203 on gt 78
V003,509,reuse,41,42,179,tracker 179 matched gt 41 (last frame 503) now gt 42
V003,509,reuse,42,78,203,tracker 203 matched gt 42 (last frame 507) now gt 78
V003,514,switch,18,18,193,tracker 170 -> 193 on gt 18
V003,514,switch,42,42,198,tracker 179 -> 198 on gt 42
V003,514,reuse,42,41,179,tracker 179 matched gt 42 (last frame 512) now gt 41
V003,515,reuse,15,18,193,tracker 193 matched gt 15 (last frame 509) now gt 18
V003,515,reuse,78,42,198,tracker 198 matched gt 78 (last frame 502) now gt 42
V003,516,switch,9,9,179,tracker 181 -> 179 on gt 9
V003,516,switch,41,41,181,tracker 179 -> 181 on gt 41
V003,517,reuse,41,9,179,tracker 179 matched gt 41 (last frame 515) now gt 9
V003,517,reuse,9,41,181,tracker 181 matched gt 9 (last frame 513) now gt 41
V003,519,switch,18,18,170,tracker 193 -> 170 on gt 18
V003,523,switch,10,10,198,tracker 200 -> 198 on gt 10
V003,523,switch,17,17,168,tracker 192 -> 168 on gt 17
V003,524,switch,42,42,200,tracker 198 -> 200 on gt 42
V003,524,reuse,42,10,198,tracker 198 matched gt 42 (last frame 521) now gt 10
V003,524,reuse,67,17,168,tracker 168 matched gt 67 (last frame 494) now gt 17
